Total general_cotizantes,Total Región Distrito Nacional_cotizantes,Total 0 - Santo Domingo_cotizantes,Distrito Nacional_cotizantes,Monte Plata_cotizantes,Santo Domingo_cotizantes,Total Región Este_cotizantes,Total V - Este_cotizantes,El Seybo_cotizantes,Hato Mayor del Rey_cotizantes,La Altagracia_cotizantes,La Romana_cotizantes,San Pedro de Macorís_cotizantes,Total Región Norte_cotizantes,Total II - Norcentral_cotizantes,Espaillat_cotizantes,Puerto Plata_cotizantes,Santiago_cotizantes,Total III - Nordeste_cotizantes,Duarte_cotizantes,Hermanas Mirabal_cotizantes,Maria Trinidad Sanchez_cotizantes,Samana,Total VII - Cibao Occidental_cotizantes,Dajabon_cotizantes,Montecristi_cotizantes,Santiago Rodriguez_cotizantes,Valverde_cotizantes,Total VIII - Cibao Central_cotizantes,La vega_cotizantes,Monseñor Nouel_cotizantes,Sanchez Ramirez_cotizantes,Total Región Sur_cotizantes,Total I - Valdesia_cotizantes,Peravia_cotizantes,San Cristóbal_cotizantes,San jose de Ocoa,Total IV - Enriquillo_cotizantes,Bahoruco_cotizantes,Barahona_cotizantes,Independencia_cotizantes,Pedernales_cotizantes,Total VI - El Valle_cotizantes,Azua_cotizantes,Elias Piña_cotizantes,San Juan de la Maguana_cotizantes,No Especificada_cotizantes,Month,Year,Periodo de Cobertura,Total general_no_cotizantes,Total Región Distrito Nacional_no_cotizantes,Total 0 - Santo Domingo_no_cotizantes,Distrito Nacional_no_cotizantes,Monte Plata_no_cotizantes,Santo Domingo_no_cotizantes,Total Región Este_no_cotizantes,Total V - Este_no_cotizantes,El Seybo_no_cotizantes,Hato Mayor del Rey_no_cotizantes,La Altagracia_no_cotizantes,La Romana_no_cotizantes,San Pedro de Macorís_no_cotizantes,Total Región Norte_no_cotizantes,Total II - Norcentral_no_cotizantes,Espaillat_no_cotizantes,Puerto Plata_no_cotizantes,Santiago_no_cotizantes,Total III - Nordeste_no_cotizantes,Duarte_no_cotizantes,Hermanas Mirabal_no_cotizantes,Maria Trinidad Sanchez_no_cotizantes,Samaná_regionales,Total VII - Cibao Occidental_no_cotizantes,Dajabon_no_cotizantes,Montecristi_no_cotizantes,Santiago Rodriguez_no_cotizantes,Valverde_no_cotizantes,Total VIII - Cibao Central_no_cotizantes,La vega_no_cotizantes,Monseñor Nouel_no_cotizantes,Sanchez Ramirez_no_cotizantes,Total Región Sur_no_cotizantes,Total I - Valdesia_no_cotizantes,Peravia_no_cotizantes,San Cristóbal_no_cotizantes,San José de Ocoa_regionales,Total IV - Enriquillo_no_cotizantes,Bahoruco_no_cotizantes,Barahona_no_cotizantes,Independencia_no_cotizantes,Pedernales_no_cotizantes,Total VI - El Valle_no_cotizantes,Azua_no_cotizantes,Elias Piña_no_cotizantes,San Juan de la Maguana_no_cotizantes,No Especificada_no_cotizantes,Total general,Total Región Distrito Nacional,Total 0 - Santo Domingo,Distrito Nacional,Monte Plata,Santo Domingo,Total Región Este,Total V - Este,El Seybo,Hato Mayor del Rey,La Altagracia,La Romana,San Pedro de Macorís,Total Región Norte,Total II - Norcentral,Espaillat,Puerto Plata,Santiago,Total III - Nordeste,Duarte,Hermanas Mirabal,Maria Trinidad Sanchez,Samaná,Total VII - Cibao Occidental,Dajabon,Montecristi,Santiago Rodriguez,Valverde,Total VIII - Cibao Central,La vega,Monseñor Nouel,Sanchez Ramirez,Total Región Sur,Total I - Valdesia,Peravia,San Cristóbal,San José de Ocoa,Total IV - Enriquillo,Bahoruco,Barahona,Independencia,Pedernales,Total VI - El Valle,Azua,Elias Piña,San Juan de la Maguana,No Especificada
1245125,448210,448210,356295,8758,83157,90628,90628,4454,5686,22761,29995,27732,256880,144714,16552,24427,103735,38167,20201,6536,7150,4280,24540,4374,6048,3821,10297,49459,26835,12794,9830,97641,51037,9027,38994,3016,20061,4908,10643,3048,1462,26543,9747,3221,13575,351766,3,2012,2012-03-01,1329099,568498,568498,447643,12484,108371,115594,115594,6104,7443,24511,40333,37203,404888,215429,27389,34281,153759,66678,36129,11500,12406,6643,39172,6187,8590,6590,17805,83609,43707,23341,16561,151137,77511,15107,57297,5107,30748,6359,18082,4394,1913,42878,16036,4142,22700,88982,2574224,1016708,1016708,803938,21242,191528,206222,206222,10558,13129,47272,70328,64935,661768,360143,43941,58708,257494,104845,56330,18036,19556,10923,63712,10561,14638,10411,28102,133068,70542,36135,26391,248778,128548,24134,8123,96291,50809,11267,28725,7442,3375,69421,25783,7363,36275,440748
1252603,448401,448401,356003,8805,83593,91449,91449,4510,5748,22946,30350,27895,259969,147187,16639,25057,105491,38599,20508,6567,7229,4295,24689,4396,6063,3853,10377,49494,26837,12764,9893,97894,51098,9052,39006,3040,20375,4928,10764,3207,1476,26421,9731,3232,13458,354890,4,2012,2012-04-01,1336228,569921,569921,448103,12577,109241,117023,117023,6192,7542,24903,40871,37515,407981,218032,27752,34878,155402,66862,36287,11476,12406,6693,39246,6213,8582,6726,17725,83841,43986,23272,16583,151841,77839,15154,57552,5133,31082,6382,18190,4594,1916,42920,16091,4177,22652,89462,2588831,1018322,1018322,804106,21382,192834,208472,208472,10702,13290,47849,71221,65410,667950,365219,44391,59935,260893,105461,56795,18043,19635,10988,63935,10609,14645,10579,28102,133335,70823,36036,26476,249735,128937,24206,8173,96558,51457,11310,28954,7801,3392,69341,25822,7409,36110,444352
1256915,451938,451938,358927,8822,84189,91579,91579,4568,5739,22913,30515,27844,259572,146992,16752,24798,105442,38151,19956,6608,7257,4330,24943,4459,6159,3876,10449,49486,26809,12685,9992,98698,51267,9075,39145,3047,20539,4963,10914,3172,1490,26892,9908,3264,13720,355128,5,2012,2012-05-01,1347404,574590,574590,451256,12743,110591,118051,118051,6321,7604,25243,41177,37706,410819,219552,27940,34987,156625,66926,36034,11545,12519,6828,39870,6334,8781,6736,18019,84471,44169,23546,16756,153618,78476,15319,58045,5112,31510,6476,18497,4602,1935,43632,16502,4188,22942,90326,2604319,1026528,1026528,810183,21565,194780,209630,209630,10889,13343,48156,71692,65550,670391,366544,44692,59785,262067,105077,55990,18153,19776,11158,64813,10793,14940,10612,28468,133957,70978,36231,26748,252316,129743,24394,8159,97190,52049,11439,29411,7774,3425,70524,26410,7452,36662,445454
1265012,453534,453534,359409,8917,85208,91673,91673,4644,5774,22770,30586,27899,262584,148236,16980,24671,106585,39382,21011,6698,7311,4362,25045,4498,6150,3893,10504,49921,26933,12825,10163,98993,51466,9101,39297,3068,20667,5038,10962,3194,1473,26860,9796,3288,13776,358228,6,2012,2012-06-01,1361503,578650,578650,453576,12786,112288,119695,119695,6471,7754,25812,41533,38125,417192,222334,28404,35325,158605,68647,37399,11552,12751,6945,40181,6401,8747,6836,18197,86030,44953,24081,16996,154596,78683,15498,58024,5161,31860,6502,18705,4664,1989,44053,16568,4268,23217,91370,2626515,1032184,1032184,812985,21703,197496,211368,211368,11115,13528,48582,72119,66024,679776,370570,45384,59996,265190,108029,58410,18250,20062,11307,65226,10899,14897,10729,28701,135951,71886,36906,27159,253589,130149,24599,8229,97321,52527,11540,29667,7858,3462,70913,26364,7556,36993,449598
1221903,441847,441847,350349,8712,82786,87998,87998,4533,5576,21672,29104,27113,252521,143235,16062,23697,103476,37334,19682,6522,7077,4053,24426,4438,6003,3790,10195,47526,25745,12057,9724,96144,49789,8722,38069,2998,20186,4905,10699,3142,1440,26169,9561,3212,13396,343393,7,2012,2012-07-01,1310868,560173,560173,439263,12536,108374,114652,114652,6342,7487,24369,39602,36852,400870,214596,26855,33564,154177,65577,35556,11235,12349,6437,39240,6271,8521,6655,17793,81457,42659,22506,16292,150041,76029,14786,56180,5063,31100,6372,18210,4601,1917,42912,16140,4162,22610,85132,2532771,1002020,1002020,789612,21248,191160,202650,202650,10875,13063,46041,68706,63965,653391,357831,42917,57261,257653,102911,55238,17757,19426,10490,63666,10709,14524,10445,27988,128983,68404,34563,26016,246185,125818,23508,8061,94249,51286,11277,28909,7743,3357,69081,25701,7374,36006,428525
1258081,450557,450557,355937,8875,85745,90685,90685,4603,5744,22653,29834,27851,262184,148578,16768,24661,107149,39625,21264,6703,7308,4350,25159,4494,6231,3890,10544,48822,26531,12418,9873,98377,51101,8886,39154,3061,20400,4922,10895,3100,1483,26876,9851,3251,13774,356278,8,2012,2012-08-01,1377628,583614,583614,456235,12891,114488,121369,121369,6773,7825,26399,41883,38489,422375,226125,28435,35599,162091,69883,38255,11679,12875,7074,40871,6402,8974,6873,18622,85496,44657,23873,16966,155641,79097,15355,58568,5174,32233,6639,18955,4660,1979,44311,16609,4165,23537,94629,2635709,1034171,1034171,812172,21766,200233,212054,212054,11376,13569,49052,71717,66340,684559,374703,45203,60260,269240,109508,59519,18382,20183,11424,66030,10896,15205,10763,29166,134318,71188,36291,26839,254018,130198,24241,8235,97722,52633,11561,29850,7760,3462,71187,26460,7416,37311,450907
1271421,454948,454948,359728,8878,86342,90765,90765,4604,5806,22650,29953,27752,263198,149415,17041,24782,107592,39725,21226,6717,7373,4409,25107,4538,6219,3838,10512,48951,26839,12448,9664,98696,51334,8889,39385,3060,20514,4946,10864,3177,1527,26848,9827,3289,13732,363814,9,2012,2012-09-01,1394882,591126,591126,461753,13086,116287,122641,122641,6818,7991,26858,42149,38825,427629,228976,28962,36078,163936,70554,38447,11808,13083,7216,41455,6567,9123,6870,18895,86644,45399,23958,17287,158034,80708,15710,59743,5255,32524,6665,19107,4734,2018,44802,16825,4291,23686,95452,2666303,1046074,1046074,821481,21964,202629,213406,213406,11422,13797,49508,72102,66577,690827,378391,46003,60860,271528,110279,59673,18525,20456,11625,66562,11105,15342,10708,29407,135595,72238,36406,26951,256730,132042,24599,8315,99128,53038,11611,29971,7911,3545,71650,26652,7580,37418,459266
1267743,452759,452759,357793,8964,86002,90008,90008,4635,5734,22251,29786,27602,263031,149078,17121,24853,107104,39266,20790,6746,7353,4377,25497,4725,6279,3837,10656,49190,27018,12470,9702,98571,51239,8922,39212,3105,20409,4941,10785,3193,1490,26923,9913,3281,13729,363374,10,2012,2012-10-01,1391616,589155,589155,460096,13127,115932,122513,122513,6784,7951,27013,42218,38547,426913,228323,28845,36080,163398,70476,38254,11842,13103,7277,41708,6628,9146,6935,18999,86406,45413,23930,17063,157407,80105,15647,59144,5314,32469,6702,18984,4788,1995,44833,16932,4316,23585,95628,2659359,1041914,1041914,817889,22091,201934,212521,212521,11419,13685,49264,72004,66149,689944,377401,45966,60933,270502,109742,59044,18588,20456,11654,67205,11353,15425,10772,29655,135596,72431,36400,26765,255978,131344,24569,8419,98356,52878,11643,29769,7981,3485,71756,26845,7597,37314,459002
1278081,453758,453758,358387,8985,86386,90249,90249,4683,5867,22113,29592,27994,265934,150573,17207,25432,107934,39811,21250,6724,7452,4385,25748,4805,6356,3864,10723,49802,27401,12671,9730,99120,51502,9033,39316,3153,20542,4929,10911,3207,1495,27076,9949,3281,13846,369020,11,2012,2012-11-01,1397210,590192,590192,459943,13127,117122,123142,123142,6796,8069,26915,42327,39035,430585,230871,29214,36720,164937,71002,38649,11899,13262,7192,41997,6725,9238,6989,19045,86715,45860,23889,16966,157389,80243,15673,59260,5310,32546,6748,19008,4790,2000,44600,16898,4289,23413,95902,2675291,1043950,1043950,818330,22112,203508,213391,213391,11479,13936,49028,71919,67029,696519,381444,46421,62152,272871,110813,59899,18623,20714,11577,67745,11530,15594,10853,29768,136517,73261,36560,26696,256509,131745,24706,8463,98576,53088,11677,29919,7997,3495,71676,26847,7570,37259,464922
1283471,454242,454242,358059,9034,87149,91367,91367,4660,5952,22641,29866,28248,266969,150609,17503,25168,107938,40370,21510,6819,7540,4501,26017,4858,6402,3899,10858,49973,27596,12570,9807,99339,51303,8872,39275,3156,20796,4997,11167,3307,1325,27240,10001,3272,13967,371554,12,2012,2012-12-01,1404940,591333,591333,460316,13250,117767,123407,123407,6894,8045,27178,42387,38903,435209,233817,29719,36842,167256,71811,39076,11844,13496,7395,42376,6889,9299,7076,19112,87205,46284,23827,17094,158231,80584,16028,59266,5290,32860,6751,19334,4837,1938,44787,16940,4333,23514,96760,2688411,1045575,1045575,818375,22284,204916,214774,214774,11554,13997,49819,72253,67151,702178,384426,47222,62010,275194,112181,60586,18663,21036,11896,68393,11747,15701,10975,29970,137178,73880,36397,26901,257570,131887,24900,8446,98541,53656,11748,30501,8144,3263,72027,26941,7605,37481,468314
1286037,456085,456085,359239,9120,87726,92751,92751,4831,5989,23205,30427,28299,267170,150996,17613,25957,107426,40100,21182,6816,7620,4482,26122,4879,6397,3901,10945,49952,27432,12727,9793,99628,51352,8882,39322,3148,20878,5071,11217,3253,1337,27398,10100,3290,14008,370403,1,2013,2013-01-01,1404644,591629,591629,459916,13277,118436,124474,124474,6958,8097,27693,42609,39117,434814,233144,29904,37379,165861,71750,38848,11926,13529,7447,42614,6883,9346,7081,19304,87306,46296,23956,17054,158097,80369,15537,59546,5286,32891,6820,19334,4810,1927,44837,16936,4317,23584,95630,2690681,1047714,1047714,819155,22397,206162,217225,217225,11789,14086,50898,73036,67416,701984,384140,47517,63336,273287,111850,60030,18742,21149,11929,68736,11762,15743,10982,30249,137258,73728,36683,26847,257725,131721,24419,8434,98868,53769,11891,30551,8063,3264,72235,27036,7607,37592,466033
1291590,455977,455977,359658,9142,87177,93578,93578,4839,5998,23650,30522,28569,269305,151777,17320,26203,108254,41039,21771,6920,7713,4635,26233,4897,6430,3968,10938,50256,27353,12915,9988,100095,51525,8887,39468,3170,21150,5086,11278,3248,1538,27420,10131,3297,13992,372635,2,2013,2013-02-01,1416825,594076,594076,461625,13320,119131,125618,125618,7014,8108,28173,43037,39286,440465,236971,30089,37980,168902,73021,39619,12113,13635,7654,43062,6951,9418,7211,19482,87411,45951,24207,17253,158821,80672,15557,59876,5239,33121,6859,19410,4811,2041,45028,17033,4347,23648,97845,2708415,1050053,1050053,821283,22462,206308,219196,219196,11853,14106,51823,73559,67855,709770,388748,47409,64183,277156,114060,61390,19033,21348,12289,69295,11848,15848,11179,30420,137667,73304,37122,27241,258916,132197,24444,8409,99344,54271,11945,30688,8059,3579,72448,27164,7644,37640,470480
1305287,457632,457632,359976,9180,88476,94374,94374,4885,6095,23789,30672,28933,274005,154880,17605,26656,110619,41682,22088,7040,7840,4714,26619,5001,6468,4005,11145,50824,27796,12988,10040,101165,52060,9115,39728,3217,21427,5149,11387,3337,1554,27678,10263,3341,14074,378111,3,2013,2013-03-01,1429911,598586,598586,463843,13507,121236,127722,127722,7068,8291,28738,43500,40125,444373,238287,29775,38395,170117,73962,40188,12221,13764,7789,43408,7008,9411,7315,19674,88716,46857,24436,17423,160651,81846,15914,60638,5294,33372,6912,19582,4853,2025,45433,17252,4401,23780,98579,2735198,1056218,1056218,823819,22687,209712,222096,222096,11953,14386,52527,74172,69058,718378,393167,47380,65051,280736,115644,62276,19261,21604,12503,70027,12009,15879,11320,30819,139540,74653,37424,27463,261816,133906,25029,8511,100366,54799,12061,30969,8190,3579,73111,27515,7742,37854,476690
1311892,459052,459052,360803,9356,88893,94395,94395,4933,6099,23829,30776,28758,276777,156579,17717,26776,112086,42156,22282,7119,7960,4795,27048,5080,6551,4099,11318,50994,27813,13087,10094,101942,52511,9234,40031,3246,21350,5191,11453,3305,1401,28081,10497,3377,14207,379726,4,2013,2013-04-01,1436183,600030,600030,464629,13611,121790,127888,127888,7153,8311,28825,43474,40125,447948,240723,30106,38599,172018,74401,40372,12327,13872,7830,44012,7089,9511,7362,20050,88812,46833,24567,17412,161600,82414,16232,60888,5294,33500,7006,19720,4820,1954,45686,17370,4406,23910,98717,2748075,1059082,1059082,825432,22967,210683,222283,222283,12086,14410,52654,74250,68883,724725,397302,47823,65375,284104,116557,62654,19446,21832,12625,71060,12169,16062,11461,31368,139806,74646,37654,27506,263542,134925,25466,8540,100919,54850,12197,31173,8125,3355,73767,27867,7783,38117,478443
1326079,465800,465800,366063,9439,90298,95196,95196,4945,6204,24015,31132,28900,280155,158900,18170,26978,113752,42532,22547,7149,7951,4885,27329,5130,6638,4113,11448,51394,28261,12997,10136,102747,52751,9230,40219,3302,21728,5207,11587,3380,1554,28268,10596,3423,14249,382181,5,2013,2013-05-01,1454228,607532,607532,470205,13625,123702,129443,129443,7219,8437,29393,44077,40317,453441,243883,30759,39092,174032,75213,40690,12389,14194,7940,44637,7142,9656,7436,20403,89708,47461,24649,17598,163521,83185,16272,61543,5370,34155,7140,20064,4896,2055,46181,17580,4465,24136,100291,2780307,1073332,1073332,836268,23064,214000,224639,224639,12164,14641,53408,75209,69217,733596,402783,48929,66070,287784,117745,63237,19538,22145,12825,71966,12272,16294,11549,31851,141102,75722,37646,27734,266268,135936,25502,8672,101762,55883,12347,31651,8276,3609,74449,28176,7888,38385,482472
1335554,466750,466750,366886,9459,90405,94870,94870,4947,6203,23611,31185,28924,282427,159996,18587,26835,114574,42924,22740,7193,8112,4879,27587,5172,6673,4127,11615,51920,28674,13027,10219,102743,52887,9250,40306,3331,21530,5208,11504,3402,1416,28326,10572,3439,14315,388764,6,2013,2013-06-01,1472226,613545,613545,474385,13736,125424,131505,131505,7323,8571,30043,44633,40935,460237,247537,31522,39551,176464,76421,41348,12601,14401,8071,45114,7213,9781,7457,20663,91165,48364,24970,17831,164622,84108,16537,62176,5395,34101,7176,20014,4892,2019,46413,17603,4487,24323,102317,2807780,1080295,1080295,841271,23195,215829,226375,226375,12270,14774,53654,75818,69859,742664,407533,50109,66386,291038,119345,64088,19794,22513,12950,72701,12385,16454,11584,32278,143085,77038,37997,28050,267365,136995,25787,8726,102482,55631,12384,31518,8294,3435,74739,28175,7926,38638,491081
1339106,468815,468815,367908,9592,91315,95040,95040,4971,6238,23623,31420,28788,283120,159833,18689,25944,115200,43326,23033,7236,8113,4944,27753,5236,6693,4166,11658,52208,28945,13069,10194,103730,53531,9434,40731,3366,21505,5171,11486,3420,1428,28694,10780,3475,14439,388401,7,2013,2013-07-01,1473237,612596,612596,473692,13724,125180,131756,131756,7345,8615,30164,44725,40907,460237,247444,31725,38841,176878,76558,41430,12600,14429,8099,45131,7259,9782,7483,20607,91104,48244,25104,17756,165632,84894,16891,62599,5404,34118,7204,19994,4920,2000,46620,17755,4507,24358,103016,2812343,1081411,1081411,841600,23316,216495,226796,226796,12316,14853,53787,76145,69695,743357,407277,50414,64785,292078,119884,64463,19836,22542,13043,72884,12495,16475,11649,32265,143312,77189,38173,27950,269362,138425,26325,8770,103330,55623,12375,31480,8340,3428,75314,28535,7982,38797,491417
1349030,471443,471443,369584,9646,92213,95229,95229,4929,6279,23927,31365,28729,287527,162317,18912,26934,116471,43973,23312,7291,8270,5100,28194,5340,6804,4225,11825,53043,29498,13312,10233,104526,53920,9543,40982,3395,21776,5213,11665,3443,1455,28830,10730,3491,14609,390305,8,2013,2013-08-01,1493013,619841,619841,478608,13938,127295,133460,133460,7463,8811,30780,45070,41336,468363,251846,32263,39841,179742,77777,42101,12727,14687,8262,45976,7397,9980,7625,20974,92764,49337,25517,17910,167222,85778,17057,63236,5485,34341,7185,20172,4962,2022,47103,17917,4556,24630,104127,2842043,1091284,1091284,848192,23584,219508,228689,228689,12392,15090,54707,76435,70065,755890,414163,51175,66775,296213,121750,65413,20018,22957,13362,74170,12737,16784,11850,32799,145807,78835,38829,28143,271748,139698,26600,8880,104218,56117,12398,31837,8405,3477,75933,28647,8047,39239,494432
1352354,472875,472875,370267,9669,92939,95788,95788,5006,6282,23979,31631,28890,288774,163001,18898,26765,117338,44388,23528,7379,8338,5143,28340,5410,6848,4220,11862,53045,29646,13233,10166,104649,53944,9458,41047,3439,21921,5189,11699,3442,1591,28784,10729,3492,14563,390268,9,2013,2013-09-01,1499440,622560,622560,480322,14039,128199,133539,133539,7439,8890,31007,44949,41254,470832,253258,32452,39658,181148,78555,42470,12837,14892,8356,46293,7470,10128,7651,21044,92726,49196,25576,17954,168121,85989,17092,63372,5525,34655,7185,20417,4971,2082,47477,17935,4577,24965,104388,2851794,1095435,1095435,850589,23708,221138,229327,229327,12445,15172,54986,76580,70144,759606,416259,51350,66423,298486,122943,65998,20216,23230,13499,74633,12880,16976,11871,32906,145771,78842,38809,28120,272770,139933,26550,8964,104419,56576,12374,32116,8413,3673,76261,28664,8069,39528,494656
1349279,472970,472970,369884,9699,93387,94901,94901,4950,6337,23583,31373,28658,289599,163222,19035,26621,117566,44333,23578,7401,8262,5092,28544,5412,6864,4293,11975,53500,29818,13409,10273,105137,54171,9431,41283,3457,22027,5228,11749,3437,1613,28939,10858,3512,14569,386672,10,2013,2013-10-01,1501663,622563,622563,479754,13988,128821,133686,133686,7465,8824,31099,45324,40974,472289,254160,32646,39620,181894,78472,42485,12795,14901,8291,46521,7496,10110,7759,21156,93136,49492,25756,17888,168412,86336,17229,63558,5549,34742,7168,20488,5000,2086,47334,17949,4591,24794,104713,2850942,1095533,1095533,849638,23687,222208,228587,228587,12415,15161,54682,76697,69632,761888,417382,51681,66241,299460,122805,66063,20196,23163,13383,75065,12908,16974,12052,33131,146636,79310,39165,28161,273549,140507,26660,9006,104841,56769,12396,32237,8437,3699,76273,28807,8103,39363,491385
1366360,478562,478562,373646,9805,95111,95828,95828,4986,6429,23882,31576,28955,293003,165132,19353,27072,118707,45118,23965,7475,8480,5198,28964,5491,6930,4340,12203,53789,29885,13505,10399,106289,54571,9480,41601,3490,22312,5253,11908,3479,1672,29406,11095,3540,14771,392678,11,2013,2013-11-01,1520052,630248,630248,484859,14085,131304,135300,135300,7546,8986,31730,45496,41542,478996,257874,33151,40289,184434,80095,43375,12981,15272,8467,47141,7579,10243,7832,21487,93886,49789,26036,18061,170478,87060,17342,64099,5619,35316,7274,20834,5074,2134,48102,18267,4646,25189,105030,2886412,1108810,1108810,858505,23890,226415,231128,231128,12532,15415,55612,77072,70497,771999,423006,52504,67361,303141,125213,67340,20456,23752,13665,76105,13070,17173,12172,33690,147675,79674,39541,28460,276767,141631,26822,9109,105700,57628,12527,32742,8553,3806,77508,29362,8186,39960,497708
1374494,480737,480737,375039,9932,95766,97056,97056,5082,6476,24625,31705,29168,294338,165927,19609,27401,118917,45456,24048,7601,8571,5236,29049,5514,6915,4359,12261,53906,30067,13290,10549,106917,55116,9711,41858,3547,22438,5371,11993,3520,1554,29363,10898,3563,14902,395446,12,2013,2013-12-01,1526482,632625,632625,486376,14091,132158,136578,136578,7629,9113,32173,45852,41811,480732,258984,33368,40655,184961,80069,43199,13056,15369,8445,47420,7632,10284,7903,21601,94259,49862,26169,18228,171545,87834,17651,64539,5644,35493,7391,20927,5077,2098,48218,18074,4673,25471,105002,2900976,1113362,1113362,861415,24023,227924,233634,233634,12711,15589,56798,77557,70979,775070,424911,52977,68056,303878,125525,67247,20657,23940,13681,76469,13146,17199,12262,33862,148165,79929,39459,28777,278462,142950,27362,9191,106397,57931,12762,32920,8597,3652,77581,28972,8236,40373,500448
1377911,481486,481486,375170,9943,96373,98293,98293,5228,6463,25114,32005,29483,294367,165657,19730,27539,118388,45693,24111,7606,8602,5374,29124,5507,6946,4397,12274,53893,30031,13267,10595,107442,55123,9771,41790,3562,22734,5474,12133,3558,1569,29585,11110,3528,14947,396323,1,2014,2014-01-01,1524429,631895,631895,485240,14160,132495,136729,136729,7651,9068,32418,45862,41730,480127,259182,33266,40450,185466,80347,43291,13075,15322,8659,47303,7602,10197,7870,21634,93295,49713,25379,18203,171280,87388,17593,64171,5624,35658,7428,21056,5100,2074,48234,18344,4599,25291,104398,2902340,1113381,1113381,860410,24103,228868,235022,235022,12879,15531,57532,77867,71213,774494,424839,52996,67989,303854,126040,67402,20681,23924,14033,76427,13109,17143,12267,33908,147188,79744,38646,28798,278722,142511,27364,9186,105961,58392,12902,33189,8658,3643,77819,29454,8127,40238,500721
1376298,480088,480088,373653,9975,96460,98469,98469,5254,6536,25416,31994,29269,295586,166261,19627,28050,118584,46091,24375,7609,8670,5437,29139,5499,6985,4384,12271,54095,30342,13253,10500,107909,55281,9761,41964,3556,22906,5569,12130,3505,1702,29722,11178,3543,15001,394246,2,2014,2014-02-01,1532049,632893,632893,484942,14190,133761,137638,137638,7767,9129,33010,46061,41671,483594,261382,34065,41208,186109,80863,43748,12988,15425,8702,47406,7658,10292,7948,21508,93943,50187,25600,18156,171934,87784,17616,64514,5654,35637,7489,21039,5001,2108,48513,18434,4620,25459,105990,2908347,1112981,1112981,858595,24165,230221,236107,236107,13021,15665,58426,78055,70940,779180,427643,53692,69258,304693,126954,68123,20597,24095,14139,76545,13157,17277,12332,33779,148038,80529,38853,28656,279843,143065,27377,9210,106478,58543,13058,33169,8506,3810,78235,29612,8163,40460,500236
1387689,482793,482793,375584,10022,97187,99607,99607,5341,6558,25610,32267,29831,299479,169395,19844,28472,121079,45770,23717,7703,8715,5635,29681,5529,7098,4505,12549,54633,30650,13375,10608,109082,56047,10000,42450,3597,22983,5595,12236,3575,1577,30052,11397,3585,15070,396728,3,2014,2014-03-01,1546910,640448,640448,490175,14243,136030,139554,139554,7921,9214,33633,46613,42173,486488,263007,33526,41778,187703,80758,43130,13140,15587,8901,47958,7682,10351,8055,21870,94765,50760,25679,18326,173370,88911,17802,65424,5685,35853,7542,21141,5112,2058,48606,18500,4652,25454,107050,2934599,1123241,1123241,865759,24265,233217,239161,239161,13262,15772,59243,78880,72004,785967,432402,53370,70250,308782,126528,66847,20843,24302,14536,77639,13211,17449,12560,34419,149398,81410,39054,28934,282452,144958,27802,9282,107874,58836,13137,33377,8687,3635,78658,29897,8237,40524,503778
1408893,490039,490039,381115,10280,98644,100805,100805,5416,6732,25840,32392,30425,305995,172847,20554,28973,123320,47562,25073,7794,9002,5693,30174,5663,7208,4533,12770,55412,31072,13402,10938,111169,56770,10188,42965,3617,23388,5708,12451,3644,1585,31011,11730,3629,15652,400885,4,2014,2014-04-01,1559961,645125,645125,493299,14372,137454,141010,141010,8007,9336,34064,46923,42680,492898,265997,34254,42166,189577,82617,44659,13277,15744,8937,48622,7738,10549,8099,22236,95662,51281,25676,18705,175332,89542,18103,65755,5684,36383,7607,21455,5211,2110,49407,18780,4662,25965,105596,2968854,1135164,1135164,874414,24652,236098,241815,241815,13423,16068,59904,79315,73105,798893,438844,54808,71139,312897,130179,69732,21071,24746,14630,78796,13401,17757,12632,35006,151074,82353,39078,29643,286501,146312,28291,9301,108720,59771,13315,33906,8855,3695,80418,30510,8291,41617,506481
1423585,493828,493828,383669,10443,99716,101393,101393,5481,6808,25934,32588,30582,310340,175283,20842,29515,124926,48266,25509,7909,9083,5765,30611,5731,7320,4585,12975,56180,31519,13516,11145,112596,57399,10264,43490,3645,23647,5752,12617,3684,1594,31550,11957,3686,15907,405428,5,2014,2014-05-01,1581952,652809,652809,498351,14519,139939,142746,142746,8102,9497,34507,47505,43135,500985,270271,34810,43054,192407,84046,45509,13507,15967,9063,49451,7844,10716,8181,22710,97217,52122,26062,19033,177893,90833,18404,66643,5786,36872,7721,21751,5278,2122,50188,19156,4721,26311,107519,3005537,1146637,1146637,882020,24962,239655,244139,244139,13583,16305,60441,80093,73717,811325,445554,55652,72569,317333,132312,71018,21416,25050,14828,80062,13575,18036,12766,35685,153397,83641,39578,30178,290489,148232,28668,9431,110133,60519,13473,34368,8962,3716,81738,31113,8407,42218,512947
