Periodo de Cobertura,Year,Month,Sexo,Cotizante,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85 y mas,No Especificada,Total Afiliados,0-4,5-9,10-14
2007-09-01,2007,9,M,SI,9157,69747,89982,77986,66429,55521,40090,30696,20737,12425,6952,3694,1884,662,548,2.0,486512.0,,,
2007-10-01,2007,10,M,SI,9846,70943,92605,81501,70281,60337,45110,34834,23532,13996,8014,4156,2117,725,604,2.0,518603.0,,,
2007-11-01,2007,11,M,SI,9796,72363,93966,82368,71115,60747,45456,34851,23637,14052,7992,4195,2111,723,605,2.0,523979.0,,,
2007-12-01,2007,12,M,SI,10666,74523,96694,84717,72920,62213,46762,35947,24520,14487,8262,4294,2135,729,617,2.0,539488.0,,,
2008-01-01,2008,1,M,SI,9854,73548,96092,84815,72884,62137,46674,35827,24442,14489,8329,4354,2159,745,619,2.0,536970.0,,,
2008-02-01,2008,2,M,SI,9658,73120,95495,84007,71974,61558,46110,35419,23937,14227,8109,4269,2117,726,602,2.0,531330.0,,,
2008-03-01,2008,3,M,SI,9901,74690,97456,85963,73887,63287,47539,36390,24719,14873,8520,4469,2191,761,623,2.0,545271.0,,,
2008-04-01,2008,4,M,SI,11293,77405,99177,87312,74609,64058,48309,36867,24857,15040,8591,4473,2186,767,625,1.0,555570.0,,,
2008-05-01,2008,5,M,SI,10346,75279,97818,86066,73989,63510,48345,37016,24942,15201,8596,4534,2216,776,636,1.0,549271.0,,,
2008-06-01,2008,6,M,SI,10814,76739,99749,87814,75658,64928,49834,38167,25844,15877,9010,4733,2298,810,659,2.0,562936.0,,,
2008-07-01,2008,7,M,SI,10583,75761,98212,86551,74750,64038,49501,37921,25708,15779,9055,4737,2336,818,659,2.0,556411.0,,,
2008-08-01,2008,8,M,SI,11858,77896,99689,87544,75564,64844,50321,38457,26176,16095,9240,4809,2376,841,660,2.0,566372.0,,,
2008-09-01,2008,9,M,SI,11558,77121,98585,86776,74924,64082,49971,38140,25961,16001,9087,4726,2343,825,651,1.0,560752.0,,,
2008-10-01,2008,10,M,SI,10760,76357,99029,87849,75721,64797,50789,38727,26560,16316,9259,4860,2404,860,670,2.0,564960.0,,,
2008-11-01,2008,11,M,SI,11040,76244,97829,86976,74925,64283,50805,38742,26728,16474,9289,4911,2412,868,654,1.0,562181.0,,,
2008-12-01,2008,12,M,SI,10824,75280,96475,86047,73942,63404,50357,38487,26553,16394,9259,4924,2416,877,656,1.0,555896.0,,,
2009-01-01,2009,1,M,SI,10960,76171,97369,87078,74758,64112,50923,38987,27056,16633,9411,5026,2456,898,666,2.0,562506.0,,,
2009-02-01,2009,2,M,SI,10843,75759,96680,86695,74678,64185,51000,39069,27196,16673,9498,5022,2474,905,658,2.0,561337.0,,,
2009-03-01,2009,3,M,SI,10614,75188,97006,87425,75437,64710,51678,39336,27556,16827,9483,5080,2517,930,661,2.0,564450.0,,,
2009-04-01,2009,4,M,SI,10732,76024,97762,88843,76521,65463,52526,39927,28015,17049,9607,5163,2568,938,677,2.0,571817.0,,,
2009-05-01,2009,5,M,SI,10462,74952,95745,87437,75159,64327,51839,39374,27870,16999,9555,5219,2570,932,673,2.0,563115.0,,,
2009-06-01,2009,6,M,SI,10295,75457,96792,88862,76478,65340,52995,40083,28512,17530,9767,5326,2601,981,674,1.0,571694.0,,,
2009-07-01,2009,7,M,SI,10433,76578,98048,90430,77876,67017,54588,41564,29499,18316,10243,5615,2781,1055,737,1.0,584781.0,,,
2009-08-01,2009,8,M,SI,11020,78580,100712,93520,81106,70567,57903,44813,32382,20424,11589,6387,3170,1225,816,2.0,614216.0,,,
2009-09-01,2009,9,M,SI,11204,79620,101155,94602,81850,71203,58573,45305,32813,20649,11799,6513,3255,1238,827,3.0,620609.0,,,
2009-10-01,2009,10,M,SI,10792,79043,100816,94571,81692,71020,58304,45357,32888,20675,11779,6568,3265,1264,850,3.0,618887.0,,,
2009-11-01,2009,11,M,SI,10634,79340,100800,94800,81756,71342,58497,45749,33203,21009,11924,6677,3262,1257,848,3.0,621101.0,,,
2009-12-01,2009,12,M,SI,10120,79738,100996,95471,81960,71870,58753,46378,33604,21344,12062,6786,3333,1294,871,3.0,624583.0,,,
2010-01-01,2010,1,M,SI,10662,80999,101550,95842,82089,71772,58839,46268,33655,21369,12013,6821,3348,1357,858,3.0,627445.0,,,
2010-02-01,2010,2,M,SI,10474,81374,101850,96459,82608,72072,59174,46621,33961,21515,12105,6913,3392,1388,864,2.0,630772.0,,,
2010-03-01,2010,3,M,SI,10966,83404,103793,98561,84236,73533,60183,47408,34601,22048,12290,7061,3450,1435,880,2.0,643851.0,,,
2010-04-01,2010,4,M,SI,11388,85649,105884,100588,85996,74986,61178,47884,35119,22430,12285,7191,3493,1469,889,2.0,656431.0,,,
2010-05-01,2010,5,M,SI,10789,84545,104952,99790,84974,74373,60698,47472,35007,22270,12210,7110,3452,1480,873,2.0,649997.0,,,
2010-06-01,2010,6,M,SI,10756,84160,103978,99039,83923,73557,59892,46701,34448,21867,11782,6885,3305,1401,828,2.0,642524.0,,,
2010-07-01,2010,7,M,SI,11261,85252,104797,99515,84436,74123,60224,46948,34721,22207,11917,6914,3349,1415,824,1.0,647904.0,,,
2010-08-01,2010,8,M,SI,11366,85803,105307,100307,84915,74293,60527,47042,34784,22316,11962,6895,3340,1432,838,2.0,651129.0,,,
2010-09-01,2010,9,M,SI,11552,86212,105657,100886,85619,74510,61105,47295,34747,22283,11940,6921,3361,1494,848,2.0,654432.0,,,
2010-10-01,2010,10,M,SI,11415,86645,105982,101592,85635,74520,61234,47039,34763,22161,11787,6811,3310,1466,850,2.0,655212.0,,,
2010-11-01,2010,11,M,SI,11280,87295,106400,102879,86611,75142,62081,47708,35379,22624,12077,6983,3375,1527,872,2.0,662235.0,,,
2010-12-01,2010,12,M,SI,11190,88770,107518,103758,87438,75712,62831,48110,35974,22992,12356,7123,3432,1587,901,2.0,669694.0,,,
2011-01-01,2011,1,M,SI,11402,88833,106923,103248,86652,75309,62446,47897,36115,23049,12420,7156,3507,1606,907,2.0,667472.0,,,
2011-02-01,2011,2,M,SI,10893,87941,106784,103154,87017,75936,63012,48275,36495,23185,12625,7252,3573,1614,918,2.0,668676.0,,,
2011-03-01,2011,3,M,SI,11288,89096,108029,104100,88010,76913,63666,48757,36928,23466,12795,7363,3678,1683,949,2.0,676723.0,,,
2011-04-01,2011,4,M,SI,11458,90615,109135,105098,88939,77786,64492,49248,37457,23675,12964,7476,3752,1704,974,2.0,684775.0,,,
2011-05-01,2011,5,M,SI,10903,88784,107425,103525,87168,75684,62530,47592,36108,22553,12209,6900,3468,1539,896,2.0,667286.0,,,
2011-06-01,2011,6,M,SI,10780,88921,107828,104407,88089,76712,63802,48724,37069,23271,12889,7220,3700,1644,917,2.0,675975.0,,,
2011-07-01,2011,7,M,SI,11338,90362,108898,105760,89348,77797,64995,49887,37970,23683,13258,7489,3830,1706,974,2.0,687297.0,,,
2011-08-01,2011,8,M,SI,11652,90679,109237,106433,89855,78033,65457,50145,38228,23778,13415,7427,3817,1692,973,2.0,690823.0,,,
2011-09-01,2011,9,M,SI,11443,90467,109287,106397,89638,77707,65175,49662,37608,23489,13367,7400,3864,1706,957,2.0,688169.0,,,
2011-10-01,2011,10,M,SI,11259,90521,109415,106863,89588,77333,65370,49857,37805,23750,13489,7416,3878,1709,955,2.0,689210.0,,,
2011-11-01,2011,11,M,SI,10857,90312,109357,106951,89729,77577,65860,50010,38042,23923,13672,7407,3883,1707,972,2.0,690261.0,,,
2011-12-01,2011,12,M,SI,11142,91901,110190,107421,89967,77633,66267,50105,38003,23928,13684,7448,3945,1752,1004,2.0,694392.0,,,
2012-01-01,2012,1,M,SI,10936,91991,109767,107375,89421,77134,65950,50051,38009,24052,13812,7470,3994,1759,1005,2.0,692728.0,,,
2012-02-01,2012,2,M,SI,10325,91045,109836,107618,89744,77547,66413,50215,38115,24226,13868,7470,3989,1762,1015,2.0,693190.0,,,
2012-03-01,2012,3,M,SI,10585,92841,111205,108909,91147,78636,67785,51156,38766,24776,14069,7604,4075,1845,1064,2.0,704465.0,,,
2012-04-01,2012,4,M,SI,10564,93394,111825,109268,91795,79047,68227,51365,38819,24907,14181,7553,4059,1828,1061,2.0,707895.0,,,
2012-05-01,2012,5,M,SI,10185,93334,112413,109595,91903,79446,68913,51946,39279,25124,14351,7670,4119,1889,1096,2.0,711265.0,,,
2012-06-01,2012,6,M,SI,10179,94108,113074,110011,92442,79872,69267,52206,39691,25370,14511,7809,4262,1954,1113,2.0,715871.0,,,
2012-07-01,2012,7,M,SI,8838,89125,109145,106110,89210,76996,67080,50590,38527,24588,14098,7608,4115,1909,1084,2.0,689025.0,,,
2012-08-01,2012,8,M,SI,10449,93391,112202,109165,92102,79541,69149,52085,39588,25323,14475,7932,4219,1943,1096,2.0,712662.0,,,
2012-09-01,2012,9,M,SI,10869,94443,112956,110357,92762,80100,69902,52481,39847,25546,14504,8068,4239,1962,1115,2.0,719153.0,,,
2012-10-01,2012,10,M,SI,10467,93446,112060,109784,92177,79393,69476,52241,39601,25427,14486,8093,4248,1956,1116,2.0,713973.0,,,
2012-11-01,2012,11,M,SI,10364,94439,112642,110555,92810,79859,69972,52795,39887,25698,14594,8131,4269,1996,1138,2.0,719151.0,,,
2012-12-01,2012,12,M,SI,10676,95762,113400,111123,93163,80166,70283,53004,39910,25796,14653,8156,4275,1979,1126,2.0,723474.0,,,
2013-01-01,2013,1,M,SI,10028,95521,113480,111216,93301,80361,70545,53402,40296,25961,14722,8252,4329,1987,1128,2.0,724531.0,,,
2013-02-01,2013,2,M,SI,10512,96693,114451,111747,93805,80469,70691,53469,40255,25771,14608,8165,4276,1972,1128,2.0,728014.0,,,
2013-03-01,2013,3,M,SI,10196,97116,115227,112480,94504,81256,71476,54137,40834,26133,15007,8377,4370,2032,1163,2.0,734310.0,,,
2013-04-01,2013,4,M,SI,10157,97205,115424,112458,94919,81360,71765,54676,41098,26271,15143,8400,4397,2060,1183,2.0,736518.0,,,
2013-05-01,2013,5,M,SI,9823,97769,116503,113616,96005,82396,72351,55626,41815,26618,15502,8459,4473,2089,1183,2.0,744230.0,,,
2013-06-01,2013,6,M,SI,9677,98072,116984,114409,96400,83201,72732,56301,42167,26930,15666,8561,4529,2114,1190,2.0,748935.0,,,
2013-07-01,2013,7,M,SI,10329,98978,117184,114238,96531,83556,72829,56597,42357,27100,15669,8563,4515,2123,1188,1.0,751758.0,,,
2013-08-01,2013,8,M,SI,10308,99664,117826,115155,97240,84235,73094,57084,42776,27312,15840,8661,4523,2109,1212,2.0,757041.0,,,
2013-09-01,2013,9,M,SI,10230,99448,117804,115175,97556,84438,73196,57240,42788,27321,15930,8707,4528,2129,1215,2.0,757707.0,,,
2013-10-01,2013,10,M,SI,9445,98173,117392,114926,97790,84325,73131,57612,42812,27496,16014,8734,4535,2141,1217,2.0,755745.0,,,
2013-11-01,2013,11,M,SI,9827,100074,118882,116199,99152,85369,73714,58363,43388,27863,16192,8845,4578,2178,1221,2.0,765847.0,,,
2013-12-01,2013,12,M,SI,9784,101001,119903,116648,99482,85664,73947,58848,43579,28053,16332,8900,4606,2164,1227,2.0,770140.0,,,
2014-01-01,2014,1,M,SI,9811,101464,119878,116337,99280,85614,73804,58890,43781,28237,16443,8993,4637,2186,1257,2.0,770614.0,,,
2014-02-01,2014,2,M,SI,9821,101878,120292,116629,99749,85760,73874,58699,43656,28189,16372,9013,4621,2183,1267,2.0,772005.0,,,
2014-03-01,2014,3,M,SI,9884,102308,120907,117091,100359,86571,74006,58931,43718,28295,16417,8929,4527,2141,1211,2.0,775297.0,,,
2014-04-01,2014,4,M,SI,9793,103214,122377,118049,101816,87539,75084,60124,44762,29022,16907,9230,4771,2298,1300,2.0,786288.0,,,
2014-05-01,2014,5,M,SI,10199,104810,123947,119050,102952,88510,75776,60790,45178,29352,17093,9211,4751,2280,1262,2.0,795163.0,,,
2014-06-01,2014,6,M,SI,10444,105566,124725,119285,103472,89111,76079,61355,45613,29702,17462,9371,4877,2366,1342,2.0,800772.0,,,
2014-07-01,2014,7,M,SI,10470,105410,124741,119184,103700,88933,76121,61357,45827,29806,17623,9434,4879,2374,1359,2.0,801220.0,,,
2014-08-01,2014,8,M,SI,10932,106857,126200,119924,104699,89774,76782,62031,46348,30165,17677,9378,4870,2331,1326,2.0,809296.0,,,
2014-09-01,2014,9,M,SI,10775,106099,126428,119719,105088,89936,76879,62041,46576,30351,17821,9480,4973,2386,1371,2.0,809925.0,,,
2014-10-01,2014,10,M,SI,10352,105701,127250,120389,106000,90298,77387,62388,46872,30563,17990,9555,5016,2407,1383,2.0,813553.0,,,
2014-11-01,2014,11,M,SI,10888,107083,128977,121459,107258,91135,78373,63083,47398,30947,18167,9615,5060,2437,1374,0.0,823254.0,,,
2014-12-01,2014,12,M,SI,11144,107889,130087,121508,107782,91142,78650,63045,47574,31011,18204,9606,5059,2444,1372,0.0,826517.0,,,
2015-01-01,2015,1,M,SI,11100,108063,130933,121672,107934,91226,78723,63233,47722,31296,18340,9638,5176,2459,1424,0.0,828939.0,,,
2015-02-01,2015,2,M,SI,10953,107130,130798,120955,107693,90803,78353,62937,47532,31196,18220,9614,5149,2445,1403,0.0,825181.0,,,
2015-03-01,2015,3,M,SI,10538,106283,131344,121918,108898,91922,79473,63784,48087,31713,18708,9725,5284,2492,1443,0.0,831612.0,,,
2015-04-01,2015,4,M,SI,11943,110075,133978,123760,110867,93247,80859,64757,48748,32328,19084,9799,5321,2467,1467,0.0,848700.0,,,
2015-05-01,2015,5,M,SI,12077,111247,135269,124673,111898,94067,81531,65347,49040,32785,19267,9897,5389,2458,1474,0.0,856419.0,,,
2015-06-01,2015,6,M,SI,12474,111950,136284,125342,112320,94350,81973,65664,49190,33128,19427,9954,5427,2456,1491,0.0,861430.0,,,
2015-07-01,2015,7,M,SI,12436,112018,136883,125428,112531,94241,81924,65796,49306,33160,19574,9957,5458,2464,1505,0.0,862681.0,,,
2015-08-01,2015,8,M,SI,13001,112863,137490,125529,112757,94521,81817,65876,49140,33035,19579,9915,5375,2463,1513,0.0,864874.0,,,
2015-09-01,2015,9,M,SI,12537,111253,136898,124760,112352,94288,81383,65803,48947,32979,19426,9866,5333,2424,1518,0.0,859767.0,,,
2015-10-01,2015,10,M,SI,12835,112659,139136,126233,114059,95681,82457,66905,49569,33623,19794,10103,5450,2487,1568,0.0,872559.0,,,
2015-11-01,2015,11,M,SI,13041,113877,140818,126989,114974,96313,82786,67380,49635,33627,19822,10119,5390,2436,1561,0.0,878768.0,,,
2015-12-01,2015,12,M,SI,12850,113263,140975,126805,114758,96120,82607,67397,49358,33624,19803,10117,5361,2426,1564,0.0,877028.0,,,
2016-01-01,2016,1,M,SI,12783,113549,141403,126908,115157,96482,83161,67789,49690,34233,20103,10308,5475,2510,1603,0.0,881154.0,,,
2016-02-01,2016,2,M,SI,12859,113177,141633,126798,114907,96383,83195,67738,49523,34257,19970,10286,5485,2527,1604,1.0,880343.0,,,
2016-03-01,2016,3,M,SI,13205,119289,149100,132408,120083,100691,87276,70503,50913,35171,20557,10623,5649,2571,1641,0.0,919680.0,,,
2016-04-01,2016,4,M,SI,13829,119551,149038,132138,120077,100768,87381,70806,51049,35289,20450,10659,5598,2577,1627,0.0,920837.0,,,
2016-05-01,2016,5,M,SI,13880,121093,150646,133317,120848,101445,87629,71145,51449,35560,20616,10731,5623,2618,1641,0.0,928241.0,,,
2016-06-01,2016,6,M,SI,13923,120517,150703,133122,120874,101107,87165,70647,50985,34983,20188,10539,5462,2554,1590,1.0,924360.0,,,
2016-07-01,2016,7,M,SI,14867,122766,151582,133585,121383,101599,87515,71145,51555,35507,20454,10907,5547,2634,1643,1.0,932690.0,,,
2016-08-01,2016,8,M,SI,14848,122754,151174,133300,121246,101276,86909,70960,51428,35313,20254,10823,5508,2591,1623,1.0,930008.0,,,
2016-09-01,2016,9,M,SI,14624,122815,152255,134122,121879,101537,87066,71246,51576,35368,20376,10902,5517,2625,1627,1.0,933536.0,,,
2016-10-01,2016,10,M,SI,15265,124021,153218,134442,122564,101959,87644,72171,51865,35591,20549,11045,5612,2632,1660,1.0,940239.0,,,
2016-11-01,2016,11,M,SI,15139,123914,153564,134490,122716,101895,87203,72009,51770,35475,20249,10965,5521,2595,1606,2.0,939113.0,,,
2016-12-01,2016,12,M,SI,15192,125188,155210,135237,124018,102335,87487,72582,52187,35650,20355,11033,5536,2605,1607,2.0,946224.0,,,
2017-01-01,2017,1,M,SI,15507,125413,156010,135741,125937,102822,88103,73333,52666,35941,20674,11205,5685,2679,1660,6.0,953382.0,,,
2017-02-01,2017,2,M,SI,15194,124465,156134,136060,126287,102955,87835,73275,52793,36103,20895,11255,5725,2703,1674,7.0,953360.0,,,
2017-03-01,2017,3,M,SI,15249,124253,156820,136923,127404,104053,88734,74176,53470,36519,21165,11387,5792,2728,1679,6.0,960358.0,,,
2017-04-01,2017,4,M,SI,16511,130030,163485,142836,133347,109076,92599,77570,55256,37188,21654,11673,5879,2812,1743,1.0,1001660.0,,,
2017-05-01,2017,5,M,SI,17506,132923,166075,144980,135133,110611,94171,78714,55935,37697,21910,11806,5953,2799,1718,3.0,1017934.0,,,
2017-06-01,2017,6,M,SI,17855,133658,166352,145071,134885,110559,93948,78671,56111,37749,21933,11836,5983,2793,1738,6.0,1019148.0,,,
2017-07-01,2017,7,M,SI,18025,134203,167761,146378,135712,111406,94641,79377,56617,38152,22191,11978,6022,2825,1742,6.0,1027036.0,,,
2017-08-01,2017,8,M,SI,18072,133855,167765,145823,134990,110788,94347,78911,56232,37915,22081,11863,6065,2783,1752,7.0,1023249.0,,,
2017-09-01,2017,9,M,SI,18269,134283,168691,146455,134851,111308,94310,79131,56273,37763,22063,11794,6099,2739,1726,8.0,1025763.0,,,
2017-10-01,2017,10,M,SI,17626,132731,168698,146242,135146,111615,94813,79765,56918,38125,22434,11954,6258,2803,1762,9.0,1026899.0,,,
2017-11-01,2017,11,M,SI,17134,132592,170575,147141,135931,112005,95464,80455,57322,38066,22556,12022,6323,2774,1767,10.0,1032137.0,,,
2017-12-01,2017,12,M,SI,18032,135120,173024,148437,137452,113185,96446,81358,58110,38460,22821,12166,6417,2839,1792,10.0,1045669.0,,,
2018-01-01,2018,1,M,SI,17652,134545,172649,148042,137657,112534,95873,80923,58022,38519,22856,12146,6483,2852,1806,9.0,1042568.0,,,
2018-02-01,2018,2,M,SI,17326,133611,172955,148394,137973,112602,95483,80735,58217,38573,22712,12049,6416,2837,1773,6.0,1041662.0,,,
2018-03-01,2018,3,M,SI,17850,134771,174514,149253,139181,113778,96655,81622,58937,39117,23077,12377,6625,2933,1849,6.0,1052545.0,,,
2018-04-01,2018,4,M,SI,18320,135936,176337,150399,140177,114663,97386,82293,59607,39597,23326,12604,6715,3008,1868,6.0,1062242.0,,,
2018-05-01,2018,5,M,SI,18351,135643,176771,150318,140290,114663,97701,82168,59751,39686,23344,12737,6661,3010,1864,7.0,1062965.0,,,
2018-06-01,2018,6,M,SI,19108,137062,177915,151345,140998,115116,98311,82714,60462,40029,23604,12848,6764,3050,1854,7.0,1071187.0,,,
2018-07-01,2018,7,M,SI,19516,137099,178081,151475,141301,115464,98768,82931,60829,40237,23786,12954,6827,3100,1906,6.0,1074280.0,,,
2018-08-01,2018,8,M,SI,19686,137155,178314,151613,141495,116008,98989,83007,61215,40440,24041,12980,6868,3078,1929,6.0,1076824.0,,,
2018-09-01,2018,9,M,SI,19763,137559,178750,152137,141080,116601,100162,83415,61747,40583,24245,13086,6926,3097,1931,6.0,1081088.0,,,
2018-10-01,2018,10,M,SI,19351,136115,178969,151840,141605,116530,99600,83182,62009,40568,24251,13032,6859,3084,1898,6.0,1078899.0,,,
2018-11-01,2018,11,M,SI,19365,138029,180650,153463,142559,117848,100477,84080,62969,41195,24836,13345,7026,3176,1964,5.0,1090987.0,,,
2018-12-01,2018,12,M,SI,19566,139139,181511,154358,143164,118154,100812,84075,63268,41386,24927,13463,7096,3170,1983,5.0,1096077.0,,,
2019-01-01,2019,1,M,SI,19070,139190,181404,155170,143198,118241,100897,84166,63533,41811,25185,13589,7153,3209,2001,6.0,1097823.0,,,
2019-02-01,2019,2,M,SI,19685,138952,181602,154584,143677,118656,101303,84423,63930,41897,25308,13609,7184,3243,2014,5.0,1100072.0,,,
2019-03-01,2019,3,M,SI,19802,138840,183056,155474,144913,119386,102115,84804,64359,42318,25698,13862,7301,3297,2053,5.0,1107283.0,,,
2019-04-01,2019,4,M,SI,20286,139759,183483,156742,144405,120076,102713,85669,64857,42566,25957,13989,7338,3317,2061,5.0,1113223.0,,,
2019-05-01,2019,5,M,SI,20021,138936,183137,156789,144368,120498,102724,85356,65131,42612,26122,14126,7348,3317,2092,5.0,1112582.0,,,
2019-06-01,2019,6,M,SI,20054,138850,184139,157381,145329,120965,103284,85460,65376,42792,26193,14291,7364,3354,2148,5.0,1116985.0,,,
2019-07-01,2019,7,M,SI,19928,138580,183470,157960,144283,121578,103655,86271,65611,42924,26346,14352,7385,3333,2140,5.0,1117821.0,,,
2019-08-01,2019,8,M,SI,20596,138974,183309,158459,143553,121945,103718,86145,65858,43177,26582,14424,7386,3372,2154,5.0,1119657.0,,,
2019-09-01,2019,9,M,SI,20100,138233,183457,159256,143772,122845,103984,86531,66460,43657,26915,14605,7504,3441,2181,5.0,1122946.0,,,
2019-10-01,2019,10,M,SI,19346,137290,183103,159603,143822,123641,104433,87454,67066,44105,27192,14790,7562,3469,2225,5.0,1125106.0,,,
2019-11-01,2019,11,M,SI,19104,138323,183754,160512,143622,124014,104282,87094,66758,44217,27382,14842,7562,3489,2244,5.0,1127204.0,,,
2019-12-01,2019,12,M,SI,18920,136715,181157,158184,140256,121112,101078,84246,63933,42144,25586,13532,6688,3135,1937,4.0,1098627.0,,,
2020-01-01,2020,1,M,SI,19023,137311,182151,159986,140496,124621,102446,85665,65838,43936,27318,14798,7389,3591,2213,5.0,1116787.0,,,
2020-02-01,2020,2,M,SI,18537,136206,181364,160146,140185,125186,102641,85605,65747,43930,27242,14789,7318,3605,2166,5.0,1114672.0,,,
2020-03-01,2020,3,M,SI,18640,136648,182004,161487,141074,126147,103387,86685,66210,44157,27526,14859,7189,3639,2176,4.0,1121832.0,,,
2020-04-01,2020,4,M,SI,16269,123060,165841,148297,129353,116056,94324,79059,60403,40047,25125,13605,6557,3292,1960,5.0,1023253.0,,,
2020-05-01,2020,5,M,SI,10029,86225,124035,113775,99841,90722,74159,63839,50722,34182,21664,11675,5579,2763,1702,2.0,790914.0,,,
2020-06-01,2020,6,M,SI,10142,87700,126968,116947,102716,94013,76919,66318,52492,35320,22532,12328,5970,2980,1851,2.0,815198.0,,,
2020-07-01,2020,7,M,SI,11806,102568,145604,133797,116857,106341,86907,74269,57963,38733,24633,13440,6471,3280,1978,2.0,924649.0,,,
2020-08-01,2020,8,M,SI,12280,108434,152487,140007,121508,109633,90234,76555,59717,39474,24936,13647,6516,3245,1973,3.0,960649.0,,,
2020-09-01,2020,9,M,SI,12046,108211,152044,139845,120874,109309,89879,75872,59105,38703,24273,12977,6118,2997,1849,2.0,954104.0,,,
2020-10-01,2020,10,M,SI,12230,110277,154874,143111,123332,111906,92184,77616,60389,39617,25408,13932,6613,3279,2030,3.0,976801.0,,,
2020-11-01,2020,11,M,SI,12771,111384,155410,143917,123395,111949,91885,76996,59726,38893,24766,13449,6284,3101,1905,2.0,975833.0,,,
2020-12-01,2020,12,M,SI,13391,114453,158414,147356,125917,114324,94154,78649,61281,39771,25721,14111,6676,3277,2056,3.0,999554.0,,,
2021-01-01,2021,1,M,SI,13493,115061,158174,147626,125398,114519,93114,77957,60569,39650,25852,14025,6753,3306,2055,3.0,997555.0,,,
2021-02-01,2021,2,M,SI,13252,114558,158646,149028,126524,115537,93993,79386,61566,40163,26110,14174,6779,3364,2081,3.0,1005164.0,,,
2021-03-01,2021,3,M,SI,14290,117874,161694,151945,128982,117909,95980,81264,63022,40983,26591,14631,6988,3499,2137,3.0,1027792.0,,,
2021-04-01,2021,4,M,SI,15169,119728,162744,153014,129623,117959,95741,80604,62378,39937,25510,13715,6476,3184,1932,2.0,1027716.0,,,
2021-05-01,2021,5,M,SI,15768,122504,164819,155300,131396,120046,97314,81965,63478,40705,26096,14116,6759,3344,1947,3.0,1045560.0,,,
2021-06-01,2021,6,M,SI,16605,124989,166744,157375,133042,121710,98660,83114,64600,41359,26525,14324,6888,3356,1953,1.0,1061245.0,,,
2021-07-01,2021,7,M,SI,17073,126259,167287,158102,133640,122439,99186,83583,65004,41610,26733,14277,6993,3349,1966,1.0,1067502.0,,,
2021-08-01,2021,8,M,SI,17700,128191,168881,159414,134798,122683,100181,84235,65693,42087,26807,14407,7094,3383,1988,1.0,1077543.0,,,
2021-09-01,2021,9,M,SI,16967,123126,161942,153506,129618,118152,95959,80460,62899,40078,25419,13525,6647,3157,1819,1.0,1033275.0,,,
2021-10-01,2021,10,M,SI,18292,130609,170156,161720,136384,124382,101253,85183,66916,42669,27046,14531,7153,3361,1971,1.0,1091627.0,,,
2021-11-01,2021,11,M,SI,18913,133644,172473,163680,137929,125646,102462,86085,68028,43230,27573,14937,7333,3405,1993,1.0,1107332.0,,,
2021-12-01,2021,12,M,SI,19566,135987,173412,164571,138210,125763,102406,85794,68094,43111,27407,14690,7270,3312,1932,1.0,1111526.0,,,
2022-01-01,2022,1,M,SI,19792,137012,174328,166076,139112,127733,103430,86642,69102,43940,27956,15099,7402,3425,2024,1.0,1123074.0,,,
2022-02-01,2022,2,M,SI,19665,136126,173086,165981,138736,127978,103475,86752,69326,44081,28012,15229,7479,3510,2059,1.0,1121496.0,,,
2022-03-01,2022,3,M,SI,19958,137990,175306,168706,141026,129869,105151,88235,70868,45002,28601,15484,7577,3526,2070,1.0,1139370.0,,,
2022-04-01,2022,4,M,SI,20201,138970,175554,169520,141843,130203,105374,88563,70725,45167,28711,15636,7713,3479,2098,1.0,1143758.0,,,
2022-05-01,2022,5,M,SI,20790,140257,175943,170299,142229,130551,105482,88772,70753,45208,28601,15613,7667,3524,2131,1.0,1147821.0,,,
2022-06-01,2022,6,M,SI,21093,141825,176867,171486,143350,131723,106661,89825,71971,45981,29168,15922,7745,3538,2142,1.0,1159298.0,,,
2022-07-01,2022,7,M,SI,21368,142700,177701,172463,144099,131983,107001,89970,72030,46012,29201,15873,7720,3558,2146,1.0,1163826.0,,,
2022-08-01,2022,8,M,SI,21285,144073,178492,173519,144885,132522,107489,90567,72700,46406,29369,16046,7772,3622,2132,1.0,1170880.0,,,
2022-09-01,2022,9,M,SI,21166,144367,178403,174154,144908,132135,107681,90551,72960,46415,29395,16037,7726,3665,2087,0.0,1171650.0,,,
2022-10-01,2022,10,M,SI,20869,144944,178580,175260,145427,132921,108337,91114,73247,46498,29487,16228,7777,3710,2092,1.0,1176492.0,,,
2022-11-01,2022,11,M,SI,20721,145976,179012,176164,145615,133502,108579,91456,73480,46771,29382,16170,7743,3657,2070,1.0,1180299.0,,,
2022-12-01,2022,12,M,SI,20780,146974,179107,177083,145685,134007,109200,92160,74096,47208,29653,16352,7844,3683,2122,1.0,1185955.0,,,
2023-01-01,2023,1,M,SI,20329,145143,176525,175245,143946,133006,107889,90975,73204,47049,29361,16203,7773,3685,2120,1.0,1172454.0,,,
2023-02-01,2023,2,M,SI,20174,145029,176856,176226,145320,134087,109091,91691,74261,47775,29757,16406,7857,3766,2171,1.0,1180468.0,,,
2023-03-01,2023,3,M,SI,20267,146157,177993,178269,146846,135448,110410,93048,75456,48598,30193,16578,8064,3873,2198,1.0,1193399.0,,,
